1,admin@gmail.com,adminadmin,kanriyour,カンリさん,末永く,TRUE
2,test2@gmail.com,111111,takahashi,たかはしん,よろしくお願いいたします！,FALSE
3,test3@gmail.com,111111,sato,さとう,よろしくお願いいたします！,FALSE
4,test4@gmail.com,111111,doradora,どらえめん,よろしくお願いいたします！,FALSE
5,test5@gmail.com,111111,tokyo22,東京太郎,よろしくお願いいたします！,FALSE
6,test6@gmail.com,111111,nigenogi,逃げ水,よろしくお願いいたします！,FALSE
7,test7@gmail.com,111111,hand888,ハンドぼーーらー,よろしくお願いいたします！,FALSE
8,test8@gmail.com,111111,badboy,反則男,よろしくお願いいたします！,FALSE
9,test9@gmail.com,111111,rankererer,ランカー,よろしくお願いいたします！,FALSE
10,test10@gmail.com,111111,ufcfight,UFCチャンピオン,よろしくお願いいたします！,FALSE
11,test11@gmail.com,111111,usousosuo,嘘子,よろしくお願いいたします！,FALSE
12,test12@gmail.com,111111,kanegon,かねこ,よろしくお願いいたします！,FALSE
13,test13@gmail.com,111111,yassun,保田,よろしくお願いいたします！,FALSE
14,test14@gmail.com,111111,maecchi,前田,よろしくお願いいたします！,FALSE
15,test15@gmail.com,111111,chibauuuu,ちばゆ＾,よろしくお願いいたします！,FALSE
16,test16@gmail.com,111111,urdaisuki,URくん,よろしくお願いいたします！,FALSE
17,test17@gmail.com,111111,apumori,前髪,よろしくお願いいたします！,FALSE
18,test18@gmail.com,111111,maruborokun,たばこ,よろしくお願いいたします！,FALSE
19,test19@gmail.com,111111,coffeeeee,珈琲店,よろしくお願いいたします！,FALSE
20,test20@gmail.com,111111,cumcum,かむかむ,よろしくお願いいたします！,FALSE
21,test21@gmail.com,111111,braijoi,ブランディング屋,よろしくお願いいたします！,FALSE
22,test22@gmail.com,111111,rimochan,りもこーーん,よろしくお願いいたします！,FALSE
23,test23@gmail.com,111111,puliiaiai,ぷりっつ,よろしくお願いいたします！,FALSE
24,test24@gmail.com,111111,borrra,ぼらちゃん,よろしくお願いいたします！,FALSE
25,test25@gmail.com,111111,cow4222,かうるし,よろしくお願いいたします！,FALSE
26,test26@gmail.com,111111,monotarooooo,ものたろ,よろしくお願いいたします！,FALSE
27,test27@gmail.com,111111,white11,しろばん,よろしくお願いいたします！,FALSE
28,test28@gmail.com,111111,black442,くろばん,よろしくお願いいたします！,FALSE
29,test29@gmail.com,111111,makkamakka,マーカー,よろしくお願いいたします！,FALSE
30,test30@gmail.com,111111,aka99aka,赤,よろしくお願いいたします！,FALSE
31,test31@gmail.com,111111,karanooooo,からの,よろしくお願いいたします！,FALSE
32,test32@gmail.com,111111,mitarashimaru,みたらし,よろしくお願いいたします！,FALSE
33,test33@gmail.com,111111,eeeeeeeee,えええ,よろしくお願いいたします！,FALSE
34,test34@gmail.com,111111,komatani,こまたに,よろしくお願いいたします！,FALSE
35,test35@gmail.com,111111,kojima48,こじま,よろしくお願いいたします！,FALSE
36,test36@gmail.com,111111,ooshima,おおしま,よろしくお願いいたします！,FALSE
37,test37@gmail.com,111111,ojimadayo,こじま,よろしくお願いいたします！,FALSE
